Company,Date,PreviousDate,TFIDF_Change
Boeing,2026-07-16,2026-07-15,0.18127683716617693
Boeing,2026-07-17,2026-07-16,0.1382148588294383
Boeing,2026-07-18,2026-07-17,0.1521824024045606
Boeing,2026-07-19,2026-07-18,0.17777475820662214
Boeing,2026-07-20,2026-07-19,0.185135903245932
Boeing,2026-07-21,2026-07-20,0.11886798628707096
Boeing,2026-07-22,2026-07-21,0.20748510694006495
Boeing,2026-07-23,2026-07-22,0.2029630369421661
Boeing,2026-07-24,2026-07-23,0.11048470567494229
Boeing,2026-07-25,2026-07-24,0.09859728925037092
Boeing,2026-07-26,2026-07-25,0.09669143554332538
Boeing,2026-07-27,2026-07-26,0.0703405961970448
Boeing,2026-07-28,2026-07-27,0.13589077835375074
Boeing,2026-07-29,2026-07-28,0.11706853200088563
Boeing,2026-07-30,2026-07-29,0.13679216667508787
Boeing,2026-07-31,2026-07-30,0.15663288634918127
Boeing,2026-08-01,2026-07-31,0.15293699287378593
Boeing,2026-08-02,2026-08-01,0.07623958787348917
Boeing,2026-08-03,2026-08-02,0.0890061621680237
Boeing,2026-08-04,2026-08-03,0.13881258721371492
Boeing,2026-08-05,2026-08-04,0.0983800562448629
Boeing,2026-08-06,2026-08-05,0.09262637490566072
Boeing,2026-08-07,2026-08-06,0.1137608802545611
Boeing,2026-08-08,2026-08-07,0.09302580831340601
Boeing,2026-08-09,2026-08-08,0.08748093314578875
Boeing,2026-08-10,2026-08-09,0.11902736340377507
Boeing,2026-08-11,2026-08-10,0.08322554086485356
Boeing,2026-08-12,2026-08-11,0.09331493351117714
Boeing,2026-08-13,2026-08-12,0.11980797745096305
Boeing,2026-08-14,2026-08-13,0.10402663303106607
Boeing,2026-08-15,2026-08-14,0.0827870032097201
Boeing,2026-08-16,2026-08-15,0.07537614810061344
Boeing,2026-08-17,2026-08-16,0.09541837686248289
Boeing,2026-08-18,2026-08-17,0.0966897668988731
Boeing,2026-08-20,2026-08-18,0.07335790011429721
Boeing,2026-08-21,2026-08-20,0.09369615762460082
Boeing,2026-08-22,2026-08-21,0.09927606458026006
Boeing,2026-08-23,2026-08-22,0.06842139967501626
Boeing,2026-08-24,2026-08-23,0.07564903192783456
Boeing,2026-08-25,2026-08-24,0.07337400994985377
Boeing,2026-08-26,2026-08-25,0.07409618874470969
Boeing,2026-08-27,2026-08-26,0.07388322527991042
Boeing,2026-08-28,2026-08-27,0.08642678416411465
Booking Holdings,2026-07-16,2026-07-15,0.16256103131397615
Booking Holdings,2026-07-17,2026-07-16,0.2241989888612781
Booking Holdings,2026-07-18,2026-07-17,0.1379578408386597
Booking Holdings,2026-07-19,2026-07-18,0.15120899890785033
Booking Holdings,2026-07-20,2026-07-19,0.26643580609360373
Booking Holdings,2026-07-21,2026-07-20,0.07554737952807233
Booking Holdings,2026-07-22,2026-07-21,0.23756300602768798
Booking Holdings,2026-07-23,2026-07-22,0.22605335265082227
Booking Holdings,2026-07-24,2026-07-23,0.07751884696489508
Booking Holdings,2026-07-25,2026-07-24,0.0781478885375344
Booking Holdings,2026-07-26,2026-07-25,0.07378996720376152
Booking Holdings,2026-07-27,2026-07-26,0.0864916342465295
Booking Holdings,2026-07-28,2026-07-27,0.096793255091571
Booking Holdings,2026-07-29,2026-07-28,0.08928518019829734
Booking Holdings,2026-07-30,2026-07-29,0.08845744445053438
Booking Holdings,2026-07-31,2026-07-30,0.08051087872677343
Booking Holdings,2026-08-01,2026-07-31,0.07115394387061225
Booking Holdings,2026-08-02,2026-08-01,0.07077382071736227
Booking Holdings,2026-08-03,2026-08-02,0.07424120604501072
Booking Holdings,2026-08-04,2026-08-03,0.08006171054364253
Booking Holdings,2026-08-05,2026-08-04,0.09616733292269508
Booking Holdings,2026-08-06,2026-08-05,0.08798829684049247
Booking Holdings,2026-08-07,2026-08-06,0.07457597020593276
Booking Holdings,2026-08-08,2026-08-07,0.07526169434833119
Booking Holdings,2026-08-09,2026-08-08,0.07441725234946983
Booking Holdings,2026-08-10,2026-08-09,0.07830467889821457
Booking Holdings,2026-08-11,2026-08-10,0.07088411712168263
Booking Holdings,2026-08-12,2026-08-11,0.07232531352016469
Booking Holdings,2026-08-13,2026-08-12,0.09806579326164766
Booking Holdings,2026-08-14,2026-08-13,0.07809484657347265
Booking Holdings,2026-08-15,2026-08-14,0.07192167259252435
Booking Holdings,2026-08-16,2026-08-15,0.07270307322273262
Booking Holdings,2026-08-17,2026-08-16,0.06876419658840183
Booking Holdings,2026-08-18,2026-08-17,0.07029334689589584
Booking Holdings,2026-08-20,2026-08-18,0.0861281614796282
Booking Holdings,2026-08-21,2026-08-20,0.07491438688493213
Booking Holdings,2026-08-22,2026-08-21,0.07743931484338207
Booking Holdings,2026-08-23,2026-08-22,0.07161035085983836
Booking Holdings,2026-08-24,2026-08-23,0.07249159721779164
Booking Holdings,2026-08-25,2026-08-24,0.07347020760931033
Booking Holdings,2026-08-26,2026-08-25,0.07920809240962312
Booking Holdings,2026-08-27,2026-08-26,0.09286439804943236
Booking Holdings,2026-08-28,2026-08-27,0.07000530680215489
Broadridge Financial Solutions,2026-07-16,2026-07-15,0.20590708941800107
Broadridge Financial Solutions,2026-07-17,2026-07-16,0.20797978176853427
Broadridge Financial Solutions,2026-07-18,2026-07-17,0.1379973844689617
Broadridge Financial Solutions,2026-07-19,2026-07-18,0.11199612993265018
Broadridge Financial Solutions,2026-07-20,2026-07-19,0.293948065852471
Broadridge Financial Solutions,2026-07-21,2026-07-20,0.08196524648015402
Broadridge Financial Solutions,2026-07-22,2026-07-21,0.30343569332793974
Broadridge Financial Solutions,2026-07-23,2026-07-22,0.2524448474154376
Broadridge Financial Solutions,2026-07-24,2026-07-23,0.06771250278018326
Broadridge Financial Solutions,2026-07-25,2026-07-24,0.06883471262447705
Broadridge Financial Solutions,2026-07-26,2026-07-25,0.06933765666116865
Broadridge Financial Solutions,2026-07-27,2026-07-26,0.08389411093758581
Broadridge Financial Solutions,2026-07-28,2026-07-27,0.07703650469370948
Broadridge Financial Solutions,2026-07-29,2026-07-28,0.07055832656680106
Broadridge Financial Solutions,2026-07-30,2026-07-29,0.08322568955634779
Broadridge Financial Solutions,2026-07-31,2026-07-30,0.09015770612707907
Broadridge Financial Solutions,2026-08-01,2026-07-31,0.08533592834405657
Broadridge Financial Solutions,2026-08-02,2026-08-01,0.07444125857322215
Broadridge Financial Solutions,2026-08-03,2026-08-02,0.0801210778844954
Broadridge Financial Solutions,2026-08-04,2026-08-03,0.11360742087262787
Broadridge Financial Solutions,2026-08-05,2026-08-04,0.08026567554060404
Broadridge Financial Solutions,2026-08-06,2026-08-05,0.0685542343851725
Broadridge Financial Solutions,2026-08-07,2026-08-06,0.0751230592386225
Broadridge Financial Solutions,2026-08-08,2026-08-07,0.06606653235933435
Broadridge Financial Solutions,2026-08-09,2026-08-08,0.07407091463498494
Broadridge Financial Solutions,2026-08-10,2026-08-09,0.06619707176538348
Broadridge Financial Solutions,2026-08-11,2026-08-10,0.07004221715658088
Broadridge Financial Solutions,2026-08-12,2026-08-11,0.11093189154104033
Broadridge Financial Solutions,2026-08-13,2026-08-12,0.10475252458584605
Broadridge Financial Solutions,2026-08-14,2026-08-13,0.06748460121690736
Broadridge Financial Solutions,2026-08-15,2026-08-14,0.08061693834368377
Broadridge Financial Solutions,2026-08-16,2026-08-15,0.08586739712013725
Broadridge Financial Solutions,2026-08-17,2026-08-16,0.08501609515906039
Broadridge Financial Solutions,2026-08-18,2026-08-17,0.06779893443331475
Broadridge Financial Solutions,2026-08-20,2026-08-18,0.0766652473520254
Broadridge Financial Solutions,2026-08-21,2026-08-20,0.08637043481616546
Broadridge Financial Solutions,2026-08-22,2026-08-21,0.08797979289131153
Broadridge Financial Solutions,2026-08-23,2026-08-22,0.08163890628412562
Broadridge Financial Solutions,2026-08-24,2026-08-23,0.07070169998819376
Broadridge Financial Solutions,2026-08-25,2026-08-24,0.0856693802339964
Broadridge Financial Solutions,2026-08-26,2026-08-25,0.09418201705814788
Broadridge Financial Solutions,2026-08-27,2026-08-26,0.06943178570277464
Broadridge Financial Solutions,2026-08-28,2026-08-27,0.06527538582015291
C.H. Robinson,2026-07-16,2026-07-15,0.1714115452324616
C.H. Robinson,2026-07-17,2026-07-16,0.1314821192413722
C.H. Robinson,2026-07-18,2026-07-17,0.11441774781879488
C.H. Robinson,2026-07-19,2026-07-18,0.1311241059894821
C.H. Robinson,2026-07-20,2026-07-19,0.18484478657741987
C.H. Robinson,2026-07-21,2026-07-20,0.08096676796512814
C.H. Robinson,2026-07-22,2026-07-21,0.17630487737460443
C.H. Robinson,2026-07-23,2026-07-22,0.21814485692535446
C.H. Robinson,2026-07-24,2026-07-23,0.07381963636103506
C.H. Robinson,2026-07-25,2026-07-24,0.11533901816845904
C.H. Robinson,2026-07-26,2026-07-25,0.11374861219067145
C.H. Robinson,2026-07-27,2026-07-26,0.08461502871963011
C.H. Robinson,2026-07-28,2026-07-27,0.08079686868139668
C.H. Robinson,2026-07-29,2026-07-28,0.08721175963537686
C.H. Robinson,2026-07-30,2026-07-29,0.12919112351989348
C.H. Robinson,2026-07-31,2026-07-30,0.12313756330212244
C.H. Robinson,2026-08-01,2026-07-31,0.07221103601835077
C.H. Robinson,2026-08-02,2026-08-01,0.06278393734992649
C.H. Robinson,2026-08-03,2026-08-02,0.0639026461233837
C.H. Robinson,2026-08-04,2026-08-03,0.0696555747602341
C.H. Robinson,2026-08-05,2026-08-04,0.07568667970836473
C.H. Robinson,2026-08-06,2026-08-05,0.06618040120773472
C.H. Robinson,2026-08-07,2026-08-06,0.10603600649992495
C.H. Robinson,2026-08-08,2026-08-07,0.0822121476509099
C.H. Robinson,2026-08-09,2026-08-08,0.08020479318017881
C.H. Robinson,2026-08-10,2026-08-09,0.07043281531639045
C.H. Robinson,2026-08-11,2026-08-10,0.07225234594505114
C.H. Robinson,2026-08-12,2026-08-11,0.07986170893514455
C.H. Robinson,2026-08-13,2026-08-12,0.0906429315005689
C.H. Robinson,2026-08-14,2026-08-13,0.09754284680161351
C.H. Robinson,2026-08-15,2026-08-14,0.09130548697451046
C.H. Robinson,2026-08-16,2026-08-15,0.06923113425670624
C.H. Robinson,2026-08-17,2026-08-16,0.05965390822890548
C.H. Robinson,2026-08-18,2026-08-17,0.0772819460489339
C.H. Robinson,2026-08-20,2026-08-18,0.07517105918213962
C.H. Robinson,2026-08-21,2026-08-20,0.06884373174725877
C.H. Robinson,2026-08-22,2026-08-21,0.11873528065563776
C.H. Robinson,2026-08-23,2026-08-22,0.07085463573587791
C.H. Robinson,2026-08-24,2026-08-23,0.07166332248435636
C.H. Robinson,2026-08-25,2026-08-24,0.0761068560940038
C.H. Robinson,2026-08-26,2026-08-25,0.07094804307554647
C.H. Robinson,2026-08-27,2026-08-26,0.06277668876603659
C.H. Robinson,2026-08-28,2026-08-27,0.056199346474104295
CBRE Group,2026-07-16,2026-07-15,0.12892361294048038
CBRE Group,2026-07-17,2026-07-16,0.13055597643565164
CBRE Group,2026-07-18,2026-07-17,0.2101779357263599
CBRE Group,2026-07-19,2026-07-18,0.21686312631164595
CBRE Group,2026-07-20,2026-07-19,0.2738537877832904
CBRE Group,2026-07-21,2026-07-20,0.07014359784255209
CBRE Group,2026-07-22,2026-07-21,0.27690363477476787
CBRE Group,2026-07-23,2026-07-22,0.25984082271186837
CBRE Group,2026-07-24,2026-07-23,0.06962620328788982
CBRE Group,2026-07-25,2026-07-24,0.0824489666343412
CBRE Group,2026-07-26,2026-07-25,0.06439019568132331
CBRE Group,2026-07-27,2026-07-26,0.06640741910285897
CBRE Group,2026-07-28,2026-07-27,0.0875388104002146
CBRE Group,2026-07-29,2026-07-28,0.09176455805201056
CBRE Group,2026-07-30,2026-07-29,0.1025227174694523
CBRE Group,2026-07-31,2026-07-30,0.0895414875793007
CBRE Group,2026-08-01,2026-07-31,0.0790718867825515
CBRE Group,2026-08-02,2026-08-01,0.07798316911062309
CBRE Group,2026-08-03,2026-08-02,0.09344182381005084
CBRE Group,2026-08-04,2026-08-03,0.09379908538239146
CBRE Group,2026-08-05,2026-08-04,0.060442287877916834
CBRE Group,2026-08-06,2026-08-05,0.07807515528811015
CBRE Group,2026-08-07,2026-08-06,0.07301106143604552
CBRE Group,2026-08-08,2026-08-07,0.07724130590047973
CBRE Group,2026-08-09,2026-08-08,0.06797848170890608
CBRE Group,2026-08-10,2026-08-09,0.06815749671358728
CBRE Group,2026-08-11,2026-08-10,0.06893079935765944
CBRE Group,2026-08-12,2026-08-11,0.08741508623439687
CBRE Group,2026-08-13,2026-08-12,0.07256597705297374
CBRE Group,2026-08-14,2026-08-13,0.0749405225905877
CBRE Group,2026-08-15,2026-08-14,0.07986863570857083
CBRE Group,2026-08-16,2026-08-15,0.08012475874402814
CBRE Group,2026-08-17,2026-08-16,0.08043653061248512
CBRE Group,2026-08-18,2026-08-17,0.08239615386578003
CBRE Group,2026-08-20,2026-08-18,0.07579926972056794
CBRE Group,2026-08-21,2026-08-20,0.0697822388416316
CBRE Group,2026-08-22,2026-08-21,0.06608756075574651
CBRE Group,2026-08-23,2026-08-22,0.07387350608944832
CBRE Group,2026-08-24,2026-08-23,0.07185737789984403
CBRE Group,2026-08-25,2026-08-24,0.06595433503856607
CBRE Group,2026-08-26,2026-08-25,0.06761643020548924
CBRE Group,2026-08-27,2026-08-26,0.07193742119098656
CBRE Group,2026-08-28,2026-08-27,0.07148772055496944
CVS Health,2026-07-16,2026-07-15,0.20771438572973933
CVS Health,2026-07-17,2026-07-16,0.17428260050657696
CVS Health,2026-07-18,2026-07-17,0.1654285636612487
CVS Health,2026-07-19,2026-07-18,0.13139012332600242
CVS Health,2026-07-20,2026-07-19,0.1430854776871603
CVS Health,2026-07-21,2026-07-20,0.10669289728251863
CVS Health,2026-07-22,2026-07-21,0.30446106524934047
CVS Health,2026-07-23,2026-07-22,0.3119168896502855
CVS Health,2026-07-24,2026-07-23,0.1231846268830663
CVS Health,2026-07-25,2026-07-24,0.10281253003513513
CVS Health,2026-07-26,2026-07-25,0.077335128405286
CVS Health,2026-07-27,2026-07-26,0.093396325792655
CVS Health,2026-07-28,2026-07-27,0.08615947792845824
CVS Health,2026-07-29,2026-07-28,0.1507868879978581
CVS Health,2026-07-30,2026-07-29,0.09752018958521202
CVS Health,2026-07-31,2026-07-30,0.14392977866035106
CVS Health,2026-08-01,2026-07-31,0.11733180967842827
CVS Health,2026-08-02,2026-08-01,0.0954563612045578
CVS Health,2026-08-03,2026-08-02,0.07858063582457608
CVS Health,2026-08-04,2026-08-03,0.11101239627348791
CVS Health,2026-08-05,2026-08-04,0.1440624558677892
CVS Health,2026-08-06,2026-08-05,0.15969834549412187
CVS Health,2026-08-07,2026-08-06,0.11838691941139734
CVS Health,2026-08-08,2026-08-07,0.09538784509229048
CVS Health,2026-08-09,2026-08-08,0.0970663904201885
CVS Health,2026-08-10,2026-08-09,0.13730587381071135
CVS Health,2026-08-11,2026-08-10,0.09276330895063889
CVS Health,2026-08-12,2026-08-11,0.07331278512049266
CVS Health,2026-08-13,2026-08-12,0.11676739436956463
CVS Health,2026-08-14,2026-08-13,0.11722430452973087
CVS Health,2026-08-15,2026-08-14,0.06856417815786475
CVS Health,2026-08-16,2026-08-15,0.06844126500306036
CVS Health,2026-08-17,2026-08-16,0.07698053716474518
CVS Health,2026-08-18,2026-08-17,0.07773104997583702
CVS Health,2026-08-20,2026-08-18,0.07845728787682482
CVS Health,2026-08-21,2026-08-20,0.07027488345840249
CVS Health,2026-08-22,2026-08-21,0.0969101701568923
CVS Health,2026-08-23,2026-08-22,0.06910398650948846
CVS Health,2026-08-24,2026-08-23,0.0840904017306815
CVS Health,2026-08-25,2026-08-24,0.07388345274787711
CVS Health,2026-08-26,2026-08-25,0.07211777306494327
CVS Health,2026-08-27,2026-08-26,0.06952884229866618
CVS Health,2026-08-28,2026-08-27,0.0655874363610367
Carrier Global,2026-07-16,2026-07-15,0.11550508989161634
Carrier Global,2026-07-17,2026-07-16,0.13643122564610832
Carrier Global,2026-07-18,2026-07-17,0.12744330168584783
Carrier Global,2026-07-19,2026-07-18,0.1052196687983914
Carrier Global,2026-07-20,2026-07-19,0.15122034406379636
Carrier Global,2026-07-21,2026-07-20,0.0605105309468873
Carrier Global,2026-07-22,2026-07-21,0.1697440110573033
Carrier Global,2026-07-23,2026-07-22,0.19284872285113974
Carrier Global,2026-07-24,2026-07-23,0.11008563701370344
Carrier Global,2026-07-25,2026-07-24,0.07767793214373242
Carrier Global,2026-07-26,2026-07-25,0.0713261974975361
Carrier Global,2026-07-27,2026-07-26,0.06786214862938778
Carrier Global,2026-07-28,2026-07-27,0.10305698882856007
Carrier Global,2026-07-29,2026-07-28,0.08017432510162814
Carrier Global,2026-07-30,2026-07-29,0.07831208953293178
Carrier Global,2026-07-31,2026-07-30,0.0679184223899586
Carrier Global,2026-08-01,2026-07-31,0.0673352915018377
Carrier Global,2026-08-02,2026-08-01,0.0657608318840387
Carrier Global,2026-08-03,2026-08-02,0.07000402069065248
Carrier Global,2026-08-04,2026-08-03,0.07796142268118678
Carrier Global,2026-08-05,2026-08-04,0.0652758840311446
Carrier Global,2026-08-06,2026-08-05,0.07125766512132037
Carrier Global,2026-08-07,2026-08-06,0.07477681421178883
Carrier Global,2026-08-08,2026-08-07,0.07519151721270023
Carrier Global,2026-08-09,2026-08-08,0.07054841946139045
Carrier Global,2026-08-10,2026-08-09,0.06681714335514366
Carrier Global,2026-08-11,2026-08-10,0.08486390498429264
Carrier Global,2026-08-12,2026-08-11,0.07161685347866731
Carrier Global,2026-08-13,2026-08-12,0.066784253905387
Carrier Global,2026-08-14,2026-08-13,0.05800511725446722
Carrier Global,2026-08-15,2026-08-14,0.0623663222869667
Carrier Global,2026-08-16,2026-08-15,0.06233981843898262
Carrier Global,2026-08-17,2026-08-16,0.059085915944600664
Carrier Global,2026-08-18,2026-08-17,0.06257253642458893
Carrier Global,2026-08-20,2026-08-18,0.06347531200758227
Carrier Global,2026-08-21,2026-08-20,0.06403149649046569
Carrier Global,2026-08-22,2026-08-21,0.07214755358778646
Carrier Global,2026-08-23,2026-08-22,0.055658902612684025
Carrier Global,2026-08-24,2026-08-23,0.06436166201915094
Carrier Global,2026-08-25,2026-08-24,0.065555693410137
Carrier Global,2026-08-26,2026-08-25,0.056055217362705356
Carrier Global,2026-08-27,2026-08-26,0.056759758755160594
Carrier Global,2026-08-28,2026-08-27,0.0649727949054556
Casey's,2026-07-16,2026-07-15,0.09831273139764052
Casey's,2026-07-17,2026-07-16,0.15675440003520202
Casey's,2026-07-18,2026-07-17,0.10686349740973256
Casey's,2026-07-19,2026-07-18,0.08895210647479035
Casey's,2026-07-20,2026-07-19,0.1519345304924532
Casey's,2026-07-21,2026-07-20,0.06046135646463335
Casey's,2026-07-22,2026-07-21,0.14319179680460292
Casey's,2026-07-23,2026-07-22,0.13147995960314451
Casey's,2026-07-24,2026-07-23,0.07054824851497454
Casey's,2026-07-25,2026-07-24,0.07543062337523354
Casey's,2026-07-26,2026-07-25,0.06488601517303938
Casey's,2026-07-27,2026-07-26,0.058182806646747465
Casey's,2026-07-28,2026-07-27,0.050569942751464536
Casey's,2026-07-29,2026-07-28,0.07643153516321044
Casey's,2026-07-30,2026-07-29,0.07008341605759294
Casey's,2026-07-31,2026-07-30,0.06680994165799337
Casey's,2026-08-01,2026-07-31,0.06072668824426197
Casey's,2026-08-02,2026-08-01,0.05699672695459079
Casey's,2026-08-03,2026-08-02,0.07301656467244289
Casey's,2026-08-04,2026-08-03,0.06787120305231242
Casey's,2026-08-05,2026-08-04,0.06039452081867924
Casey's,2026-08-06,2026-08-05,0.06284440929814517
Casey's,2026-08-07,2026-08-06,0.0635298326392173
Casey's,2026-08-08,2026-08-07,0.0893616265932623
Casey's,2026-08-09,2026-08-08,0.055204360969483224
Casey's,2026-08-10,2026-08-09,0.05633365379769173
Casey's,2026-08-11,2026-08-10,0.05348307018364473
Casey's,2026-08-12,2026-08-11,0.0536042390213326
Casey's,2026-08-13,2026-08-12,0.06844022010420792
Casey's,2026-08-14,2026-08-13,0.05649194687933523
Casey's,2026-08-15,2026-08-14,0.06052892313404834
Casey's,2026-08-16,2026-08-15,0.05531452974333517
Casey's,2026-08-17,2026-08-16,0.060241433797104005
Casey's,2026-08-18,2026-08-17,0.06309126106150498
Casey's,2026-08-20,2026-08-18,0.06725123509341502
Casey's,2026-08-21,2026-08-20,0.05619926424586141
Casey's,2026-08-22,2026-08-21,0.05626139844796596
Casey's,2026-08-23,2026-08-22,0.060711629253951904
Casey's,2026-08-24,2026-08-23,0.06075554256702609
Casey's,2026-08-25,2026-08-24,0.059830761880246275
Casey's,2026-08-26,2026-08-25,0.060808384075021316
Casey's,2026-08-27,2026-08-26,0.06429650882370708
Casey's,2026-08-28,2026-08-27,0.0634499647713942
Caterpillar Inc,2026-07-16,2026-07-15,0.1382120174790964
Caterpillar Inc,2026-07-17,2026-07-16,0.16848131749509865
Caterpillar Inc,2026-07-18,2026-07-17,0.19067518883339207
Caterpillar Inc,2026-07-19,2026-07-18,0.1765534494632277
Caterpillar Inc,2026-07-20,2026-07-19,0.16169825673188865
Caterpillar Inc,2026-07-21,2026-07-20,0.07894301512933788
Caterpillar Inc,2026-07-22,2026-07-21,0.232220793468346
Caterpillar Inc,2026-07-23,2026-07-22,0.23105771062925062
Caterpillar Inc,2026-07-24,2026-07-23,0.10403777465553199
Caterpillar Inc,2026-07-25,2026-07-24,0.12286312481733497
Caterpillar Inc,2026-07-26,2026-07-25,0.0742995442608061
Caterpillar Inc,2026-07-27,2026-07-26,0.10132018064662263
Caterpillar Inc,2026-07-28,2026-07-27,0.11669511017912271
Caterpillar Inc,2026-07-29,2026-07-28,0.09602197609465346
Caterpillar Inc,2026-07-30,2026-07-29,0.12598617646508536
Caterpillar Inc,2026-07-31,2026-07-30,0.07885711576363796
Caterpillar Inc,2026-08-01,2026-07-31,0.11980774227951418
Caterpillar Inc,2026-08-02,2026-08-01,0.08300554467251764
Caterpillar Inc,2026-08-03,2026-08-02,0.08673788236662594
Caterpillar Inc,2026-08-04,2026-08-03,0.129063678177622
Caterpillar Inc,2026-08-05,2026-08-04,0.1213919305671518
Caterpillar Inc,2026-08-06,2026-08-05,0.0816842448758679
Caterpillar Inc,2026-08-07,2026-08-06,0.11421585951755242
Caterpillar Inc,2026-08-08,2026-08-07,0.09923342206451002
Caterpillar Inc,2026-08-09,2026-08-08,0.10141003810774585
Caterpillar Inc,2026-08-10,2026-08-09,0.10487943771273911
Caterpillar Inc,2026-08-11,2026-08-10,0.08221843533145756
Caterpillar Inc,2026-08-12,2026-08-11,0.06812606629963103
Caterpillar Inc,2026-08-13,2026-08-12,0.11500945891874814
Caterpillar Inc,2026-08-14,2026-08-13,0.08624486204035309
Caterpillar Inc,2026-08-15,2026-08-14,0.0687520258048705
Caterpillar Inc,2026-08-16,2026-08-15,0.060871032553380444
Caterpillar Inc,2026-08-17,2026-08-16,0.06581528871248421
Caterpillar Inc,2026-08-18,2026-08-17,0.08460884303818117
Caterpillar Inc,2026-08-20,2026-08-18,0.07211100111762203
Caterpillar Inc,2026-08-21,2026-08-20,0.11658202967286824
Caterpillar Inc,2026-08-22,2026-08-21,0.17073818047800815
Caterpillar Inc,2026-08-23,2026-08-22,0.08191615239566619
Caterpillar Inc,2026-08-24,2026-08-23,0.08432572735683452
Caterpillar Inc,2026-08-25,2026-08-24,0.07406470189406822
Caterpillar Inc,2026-08-26,2026-08-25,0.11725226435804714
Caterpillar Inc,2026-08-27,2026-08-26,0.08598002642526914
Caterpillar Inc,2026-08-28,2026-08-27,0.07062531295988395
Chevron Corporation,2026-07-16,2026-07-15,0.4479258526796358
Chevron Corporation,2026-07-17,2026-07-16,0.21125356302105935
Chevron Corporation,2026-07-18,2026-07-17,0.12292910388033551
Chevron Corporation,2026-07-19,2026-07-18,0.11878742839568945
Chevron Corporation,2026-07-20,2026-07-19,0.14344817067770044
Chevron Corporation,2026-07-21,2026-07-20,0.07204917432999991
Chevron Corporation,2026-07-22,2026-07-21,0.15547610974759385
Chevron Corporation,2026-07-23,2026-07-22,0.14376813883064699
Chevron Corporation,2026-07-24,2026-07-23,0.0908576288299131
Chevron Corporation,2026-07-25,2026-07-24,0.08379818029767494
Chevron Corporation,2026-07-26,2026-07-25,0.058900389277124376
Chevron Corporation,2026-07-27,2026-07-26,0.07987830411462693
Chevron Corporation,2026-07-28,2026-07-27,0.09974870436657557
Chevron Corporation,2026-07-29,2026-07-28,0.06245718045724047
Chevron Corporation,2026-07-30,2026-07-29,0.08545119079203312
Chevron Corporation,2026-07-31,2026-07-30,0.08571157247325178
Chevron Corporation,2026-08-01,2026-07-31,0.12013479984529052
Chevron Corporation,2026-08-02,2026-08-01,0.08098699721176639
Chevron Corporation,2026-08-03,2026-08-02,0.09121202225905367
Chevron Corporation,2026-08-04,2026-08-03,0.09693434184077121
Chevron Corporation,2026-08-05,2026-08-04,0.0858005854538989
Chevron Corporation,2026-08-06,2026-08-05,0.12544801694805174
Chevron Corporation,2026-08-07,2026-08-06,0.10672650494064972
Chevron Corporation,2026-08-08,2026-08-07,0.10205333694008056
Chevron Corporation,2026-08-09,2026-08-08,0.0788244882406468
Chevron Corporation,2026-08-10,2026-08-09,0.11716702276929858
Chevron Corporation,2026-08-11,2026-08-10,0.09820282605405473
Chevron Corporation,2026-08-12,2026-08-11,0.06164277023188003
Chevron Corporation,2026-08-13,2026-08-12,0.1329615307584766
Chevron Corporation,2026-08-14,2026-08-13,0.06595011140628204
Chevron Corporation,2026-08-15,2026-08-14,0.06585435486054658
Chevron Corporation,2026-08-16,2026-08-15,0.0693150620099875
Chevron Corporation,2026-08-17,2026-08-16,0.09425123540032154
Chevron Corporation,2026-08-18,2026-08-17,0.09194518335891
Chevron Corporation,2026-08-20,2026-08-18,0.07005024748742894
Chevron Corporation,2026-08-21,2026-08-20,0.058723156093680395
Chevron Corporation,2026-08-22,2026-08-21,0.13009951295037836
Chevron Corporation,2026-08-23,2026-08-22,0.07169972848981188
Chevron Corporation,2026-08-24,2026-08-23,0.07342183397371715
Chevron Corporation,2026-08-25,2026-08-24,0.07867282755693872
Chevron Corporation,2026-08-26,2026-08-25,0.06810900457785718
Chevron Corporation,2026-08-27,2026-08-26,0.06230409185289931
Chevron Corporation,2026-08-28,2026-08-27,0.12791034031195236
Cigna,2026-07-16,2026-07-15,0.1173967631166708
Cigna,2026-07-17,2026-07-16,0.13676884276083134
Cigna,2026-07-18,2026-07-17,0.1502897445936604
Cigna,2026-07-19,2026-07-18,0.16548200014463166
Cigna,2026-07-20,2026-07-19,0.19923123694296152
Cigna,2026-07-21,2026-07-20,0.0720288324246281
Cigna,2026-07-22,2026-07-21,0.18148235362324006
Cigna,2026-07-23,2026-07-22,0.19042824575179695
Cigna,2026-07-24,2026-07-23,0.10109100184019315
Cigna,2026-07-25,2026-07-24,0.06675458910741472
Cigna,2026-07-26,2026-07-25,0.07819989008652461
Cigna,2026-07-27,2026-07-26,0.10137416902332186
Cigna,2026-07-28,2026-07-27,0.09645167398749444
Cigna,2026-07-29,2026-07-28,0.08557428084965513
Cigna,2026-07-30,2026-07-29,0.0987170320275611
Cigna,2026-07-31,2026-07-30,0.09749734814487676
Cigna,2026-08-01,2026-07-31,0.06811021230468328
Cigna,2026-08-02,2026-08-01,0.07496296637462307
Cigna,2026-08-03,2026-08-02,0.0738985118871972
Cigna,2026-08-04,2026-08-03,0.09332042337485402
Cigna,2026-08-05,2026-08-04,0.07360426944784138
Cigna,2026-08-06,2026-08-05,0.08842523046935524
Cigna,2026-08-07,2026-08-06,0.07773542642252562
Cigna,2026-08-08,2026-08-07,0.07978693435186945
Cigna,2026-08-09,2026-08-08,0.0847834073502447
