Date,Symbol,Company,Status,Reason,Output_Path,News_Available,News_Articles,Answer_Available,Snapshot_Path,Error
2026-07-22,CVS,CVS Health,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/CVS_features.json,True,12.0,True,,
2026-07-22,CVX,Chevron Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/CVX_features.json,True,4.0,True,,
2026-07-22,D,Dominion Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/D_features.json,True,3.0,True,,
2026-07-22,DASH,DoorDash,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DASH_features.json,True,8.0,True,,
2026-07-22,DG,Dollar General,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DG_features.json,True,4.0,True,,
2026-07-22,DHR,Danaher Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DHR_features.json,True,8.0,True,,
2026-07-22,DIS,Walt Disney Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DIS_features.json,True,1.0,True,,
2026-07-22,DVA,DaVita,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DVA_features.json,True,6.0,True,,
2026-07-22,DVN,Devon Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DVN_features.json,True,7.0,True,,
2026-07-22,DXCM,Dexcom,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/DXCM_features.json,True,3.0,True,,
2026-07-22,EA,Electronic Arts,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/EA_features.json,True,10.0,True,,
2026-07-22,ED,Consolidated Edison,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/ED_features.json,True,1.0,True,,
2026-07-22,EOG,EOG Resources,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/EOG_features.json,True,1.0,True,,
2026-07-22,EW,Edwards Lifesciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/EW_features.json,True,3.0,True,,
2026-07-22,EXE,Expand Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/EXE_features.json,True,7.0,True,,
2026-07-22,FANG,Diamondback Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/FANG_features.json,True,7.0,True,,
2026-07-22,GEHC,GE HealthCare,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/GEHC_features.json,True,9.0,True,,
2026-07-22,GILD,Gilead Sciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/GILD_features.json,True,8.0,True,,
2026-07-22,GIS,General Mills,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/GIS_features.json,True,3.0,True,,
2026-07-22,GOOGL,Alphabet Inc. (Class A),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/GOOGL_features.json,True,6.0,True,,
2026-07-22,GS,Goldman Sachs,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/GS_features.json,True,7.0,True,,
2026-07-22,HPE,Hewlett Packard Enterprise,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/HPE_features.json,True,10.0,True,,
2026-07-22,IFF,International Flavors & Fragrances,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/IFF_features.json,True,7.0,True,,
2026-07-22,IP,International Paper,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/IP_features.json,True,12.0,True,,
2026-07-22,IRM,Iron Mountain,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/IRM_features.json,True,3.0,True,,
2026-07-22,JPM,JPMorgan Chase,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/JPM_features.json,True,1.0,True,,
2026-07-22,KIM,Kimco Realty,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/KIM_features.json,True,3.0,True,,
2026-07-22,KO,Coca-Cola Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/KO_features.json,True,12.0,True,,
2026-07-22,LNT,Alliant Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/LNT_features.json,True,3.0,True,,
2026-07-22,LYB,LyondellBasell,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/LYB_features.json,True,6.0,True,,
2026-07-22,MAA,Mid-America Apartment Communities,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/MAA_features.json,True,3.0,True,,
2026-07-22,META,Meta Platforms,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/META_features.json,True,6.0,True,,
2026-07-22,MLM,Martin Marietta Materials,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/MLM_features.json,True,2.0,True,,
2026-07-22,MMM,3M,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/MMM_features.json,True,8.0,True,,
2026-07-22,MOS,Mosaic Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/MOS_features.json,True,5.0,True,,
2026-07-22,NFLX,Netflix,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/NFLX_features.json,True,13.0,True,,
2026-07-22,NKE,"Nike, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/NKE_features.json,True,10.0,True,,
2026-07-22,NOW,ServiceNow,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/NOW_features.json,True,11.0,True,,
2026-07-22,OMC,Omnicom Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/OMC_features.json,True,1.0,True,,
2026-07-22,PEP,PepsiCo,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/PEP_features.json,True,8.0,True,,
2026-07-22,PYPL,PayPal,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/PYPL_features.json,True,14.0,True,,
2026-07-22,RL,Ralph Lauren Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/RL_features.json,True,8.0,True,,
2026-07-22,SBUX,Starbucks,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/SBUX_features.json,True,8.0,True,,
2026-07-22,SNDK,Sandisk,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/SNDK_features.json,True,8.0,True,,
2026-07-22,STLD,Steel Dynamics,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/STLD_features.json,True,17.0,True,,
2026-07-22,SW,Smurfit Westrock,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/SW_features.json,True,4.0,True,,
2026-07-22,T,AT&T,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/T_features.json,True,7.0,True,,
2026-07-22,TGT,Target Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/TGT_features.json,True,11.0,True,,
2026-07-22,TPR,"Tapestry, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/TPR_features.json,True,4.0,True,,
2026-07-22,TSLA,"Tesla, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/TSLA_features.json,True,12.0,True,,
2026-07-22,TTWO,Take-Two Interactive,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/TTWO_features.json,True,3.0,True,,
2026-07-22,V,Visa Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/V_features.json,True,10.0,True,,
2026-07-22,VMC,Vulcan Materials Company,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/VMC_features.json,False,0.0,True,,
2026-07-22,VST,Vistra Corp.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/VST_features.json,True,8.0,True,,
2026-07-22,VTR,Ventas,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/VTR_features.json,True,1.0,True,,
2026-07-22,WBD,Warner Bros. Discovery,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WBD_features.json,True,6.0,True,,
2026-07-22,WDAY,"Workday, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WDAY_features.json,True,7.0,True,,
2026-07-22,WDC,Western Digital,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WDC_features.json,True,7.0,True,,
2026-07-22,WEC,WEC Energy Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WEC_features.json,True,3.0,True,,
2026-07-22,WELL,Welltower,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WELL_features.json,True,2.0,True,,
2026-07-22,WFC,Wells Fargo,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WFC_features.json,True,4.0,True,,
2026-07-22,WMB,Williams Companies,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WMB_features.json,True,1.0,True,,
2026-07-22,WMT,Walmart,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WMT_features.json,True,6.0,True,,
2026-07-22,WY,Weyerhaeuser,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/WY_features.json,True,2.0,True,,
2026-07-22,XEL,Xcel Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/XEL_features.json,True,2.0,True,,
2026-07-22,XYL,Xylem Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-22/XYL_features.json,True,5.0,True,,
2026-07-23,AAPL,Apple Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AAPL_features.json,True,8.0,True,,
2026-07-23,ABNB,Airbnb,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/ABNB_features.json,True,9.0,True,,
2026-07-23,ACN,Accenture,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/ACN_features.json,True,8.0,True,,
2026-07-23,ADBE,Adobe Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/ADBE_features.json,True,11.0,True,,
2026-07-23,AEP,American Electric Power,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AEP_features.json,True,9.0,True,,
2026-07-23,AES,AES Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AES_features.json,False,0.0,True,,
2026-07-23,AFL,Aflac,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AFL_features.json,True,4.0,True,,
2026-07-23,AIG,American International Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AIG_features.json,True,3.0,True,,
2026-07-23,AMZN,Amazon,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AMZN_features.json,True,7.0,True,,
2026-07-23,AOS,A. O. Smith,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AOS_features.json,False,0.0,True,,
2026-07-23,APA,APA Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/APA_features.json,True,4.0,True,,
2026-07-23,APD,Air Products,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/APD_features.json,True,7.0,True,,
2026-07-23,APO,Apollo Global Management,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/APO_features.json,True,4.0,True,,
2026-07-23,AXP,American Express,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/AXP_features.json,True,12.0,True,,
2026-07-23,BA,Boeing,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/BA_features.json,True,6.0,True,,
2026-07-23,BKNG,Booking Holdings,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/BKNG_features.json,True,3.0,True,,
2026-07-23,BKR,Baker Hughes,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/BKR_features.json,True,7.0,True,,
2026-07-23,BR,Broadridge Financial Solutions,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/BR_features.json,True,1.0,True,,
2026-07-23,CARR,Carrier Global,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CARR_features.json,True,5.0,True,,
2026-07-23,CASY,Casey's,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CASY_features.json,True,1.0,True,,
2026-07-23,CAT,Caterpillar Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CAT_features.json,True,6.0,True,,
2026-07-23,CBRE,CBRE Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CBRE_features.json,True,3.0,True,,
2026-07-23,CEG,Constellation Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CEG_features.json,True,10.0,True,,
2026-07-23,CHRW,C.H. Robinson,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CHRW_features.json,True,3.0,True,,
2026-07-23,CI,Cigna,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CI_features.json,True,2.0,True,,
2026-07-23,CL,Colgate-Palmolive,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CL_features.json,True,6.0,True,,
2026-07-23,COO,Cooper Companies (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/COO_features.json,True,1.0,True,,
2026-07-23,COP,ConocoPhillips,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/COP_features.json,True,8.0,True,,
2026-07-23,COST,Costco,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/COST_features.json,True,17.0,True,,
2026-07-23,CSCO,Cisco,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CSCO_features.json,True,8.0,True,,
2026-07-23,CSGP,CoStar Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CSGP_features.json,True,2.0,True,,
2026-07-23,CTAS,Cintas,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CTAS_features.json,True,9.0,True,,
2026-07-23,CTSH,Cognizant,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CTSH_features.json,True,5.0,True,,
2026-07-23,CTVA,Corteva,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CTVA_features.json,True,3.0,True,,
2026-07-23,CVS,CVS Health,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CVS_features.json,True,10.0,True,,
2026-07-23,CVX,Chevron Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/CVX_features.json,True,4.0,True,,
2026-07-23,D,Dominion Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/D_features.json,True,3.0,True,,
2026-07-23,DASH,DoorDash,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DASH_features.json,True,7.0,True,,
2026-07-23,DG,Dollar General,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DG_features.json,True,6.0,True,,
2026-07-23,DHR,Danaher Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DHR_features.json,True,9.0,True,,
2026-07-23,DIS,Walt Disney Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DIS_features.json,True,3.0,True,,
2026-07-23,DVA,DaVita,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DVA_features.json,True,4.0,True,,
2026-07-23,DVN,Devon Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DVN_features.json,True,4.0,True,,
2026-07-23,DXCM,Dexcom,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/DXCM_features.json,True,3.0,True,,
2026-07-23,EA,Electronic Arts,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/EA_features.json,True,8.0,True,,
2026-07-23,ED,Consolidated Edison,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/ED_features.json,True,1.0,True,,
2026-07-23,EOG,EOG Resources,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/EOG_features.json,True,2.0,True,,
2026-07-23,EW,Edwards Lifesciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/EW_features.json,True,2.0,True,,
2026-07-23,EXE,Expand Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/EXE_features.json,True,5.0,True,,
2026-07-23,FANG,Diamondback Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/FANG_features.json,True,6.0,True,,
2026-07-23,GEHC,GE HealthCare,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/GEHC_features.json,True,8.0,True,,
2026-07-23,GILD,Gilead Sciences,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/GILD_features.json,True,8.0,True,,
2026-07-23,GIS,General Mills,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/GIS_features.json,True,3.0,True,,
2026-07-23,GOOGL,Alphabet Inc. (Class A),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/GOOGL_features.json,True,7.0,True,,
2026-07-23,GS,Goldman Sachs,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/GS_features.json,True,9.0,True,,
2026-07-23,HPE,Hewlett Packard Enterprise,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/HPE_features.json,True,5.0,True,,
2026-07-23,IFF,International Flavors & Fragrances,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/IFF_features.json,True,4.0,True,,
2026-07-23,IP,International Paper,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/IP_features.json,True,11.0,True,,
2026-07-23,IRM,Iron Mountain,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/IRM_features.json,True,1.0,True,,
2026-07-23,JPM,JPMorgan Chase,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/JPM_features.json,True,4.0,True,,
2026-07-23,KIM,Kimco Realty,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/KIM_features.json,True,2.0,True,,
2026-07-23,KO,Coca-Cola Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/KO_features.json,True,8.0,True,,
2026-07-23,LNT,Alliant Energy,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/LNT_features.json,True,3.0,True,,
2026-07-23,LYB,LyondellBasell,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/LYB_features.json,True,6.0,True,,
2026-07-23,MAA,Mid-America Apartment Communities,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/MAA_features.json,True,3.0,True,,
2026-07-23,META,Meta Platforms,processed,missing_or_invalid_output,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/META_features.json,True,8.0,True,,
2026-07-23,MLM,Martin Marietta Materials,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/MLM_features.json,True,1.0,True,,
2026-07-23,MMM,3M,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/MMM_features.json,True,11.0,True,,
2026-07-23,MOS,Mosaic Company (The),processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/MOS_features.json,True,4.0,True,,
2026-07-23,NFLX,Netflix,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/NFLX_features.json,True,14.0,True,,
2026-07-23,NKE,"Nike, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/NKE_features.json,True,17.0,True,,
2026-07-23,NOW,ServiceNow,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/NOW_features.json,True,17.0,True,,
2026-07-23,OMC,Omnicom Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/OMC_features.json,False,0.0,True,,
2026-07-23,PEP,PepsiCo,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/PEP_features.json,True,7.0,True,,
2026-07-23,PYPL,PayPal,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/PYPL_features.json,True,12.0,True,,
2026-07-23,RL,Ralph Lauren Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/RL_features.json,True,11.0,True,,
2026-07-23,SBUX,Starbucks,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/SBUX_features.json,True,9.0,True,,
2026-07-23,SNDK,Sandisk,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/SNDK_features.json,True,13.0,True,,
2026-07-23,STLD,Steel Dynamics,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/STLD_features.json,True,18.0,True,,
2026-07-23,SW,Smurfit Westrock,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/SW_features.json,True,5.0,True,,
2026-07-23,T,AT&T,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/T_features.json,True,11.0,True,,
2026-07-23,TGT,Target Corporation,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/TGT_features.json,True,12.0,True,,
2026-07-23,TPR,"Tapestry, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/TPR_features.json,True,4.0,True,,
2026-07-23,TSLA,"Tesla, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/TSLA_features.json,True,16.0,True,,
2026-07-23,TTWO,Take-Two Interactive,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/TTWO_features.json,True,3.0,True,,
2026-07-23,V,Visa Inc.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/V_features.json,True,9.0,True,,
2026-07-23,VMC,Vulcan Materials Company,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/VMC_features.json,True,2.0,True,,
2026-07-23,VST,Vistra Corp.,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/VST_features.json,True,8.0,True,,
2026-07-23,VTR,Ventas,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/VTR_features.json,True,1.0,True,,
2026-07-23,WBD,Warner Bros. Discovery,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WBD_features.json,True,7.0,True,,
2026-07-23,WDAY,"Workday, Inc.",processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WDAY_features.json,True,6.0,True,,
2026-07-23,WDC,Western Digital,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WDC_features.json,True,4.0,True,,
2026-07-23,WEC,WEC Energy Group,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WEC_features.json,True,6.0,True,,
2026-07-23,WELL,Welltower,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WELL_features.json,True,3.0,True,,
2026-07-23,WFC,Wells Fargo,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WFC_features.json,True,6.0,True,,
2026-07-23,WMB,Williams Companies,processed,prompt_changed,/mnt/primary/Finnhub Pipeline/llm_financial_features/daily_json/2026-07-23/WMB_features.json,True,2.0,True,,
